S.no,District,VDC,Demo,Organization,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,ZnSO4_kg_ha,FYM_t_ha,N_source,N_methods,N_time,Variety,barcode,latitude,longitude,altitude,precision,Straw_wt_kg_ha,cob_wt_kg_ha,grain_yield_kg_ha,1000_grain_wt_gm,moisture%,Yield_kg_ha,Yield_t_ha,NUE_N,AE_N,PFPN,lat_fixed,lon_fixed,lat_key,lon_key,ph,om_pct,n_total_pct,p_olsen_mg_kg,k_exch_mg_kg,sand_pct,clay_pct,silt_pct,narc_dist,dsm_source,dsm_imputed,dsm_imputation_n_neighbors,dsm_imputation_method,farmer_id,OC,P_Olsen,Exch_K,yield_control_pooled,n_supply,p_supply,k_supply,n_rec_quefts,p_rec_quefts,k_rec_quefts,AE_pooled,NUE
56.0,Surkhet,Babiyachaur,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-WXA836yI,28.805253175087273 81.40041846781969 368.0 4.5,28.80525317508728,81.40041846781969,368.0,4.5,39833.33,23750.0,13833.33,395.0,18.7,12.78011,,,,28.80525317508728,81.40041846781969,28.80525317508728,81.40041846781969,7.24,3.08,0.15,137.36,513.28,29.28,24.69,46.01,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_155,17.865429234338748,52.830769230769235,4.190659059610465,6.272340425531915,128.7740139211137,27.861055149027308,29.206613307392928,142.45197215777262,138.99091854363732,413.3199957961091,54.231413120567375,106.50091666666667
65.0,Surkhet,Babiyachaur,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-BMK937qA,28.80524429026991 81.40048116445541 365.0 4.5,28.80524429026991,81.40048116445541,365.0,4.5,36400.0,21300.0,14466.66,374.0,21.0,12.98712,,,,28.80524429026991,81.40048116445541,28.80524429026991,81.40048116445541,7.28,3.01,0.14,135.09,503.97,29.11,24.77,46.12,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_155,17.459396751740137,51.957692307692305,4.114647845760377,6.272340425531915,127.03457076566123,27.083676780296265,28.339303559600754,145.93085846867754,147.89190086560774,415.41888538576615,55.95649645390071,108.22600000000001
74.0,Surkhet,Babiyachaur,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-SNF666mG,28.805243535898626 81.40048041008413 368.0 5.0,28.805243535898622,81.40048041008413,368.0,5.0,35683.33,23416.66,13883.33,383.0,17.6,12.99984,,,,28.805243535898622,81.40048041008413,28.805243535898622,81.40048041008413,7.28,3.01,0.14,135.09,504.03,29.12,24.77,46.12,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_155,17.459396751740137,51.957692307692305,4.115137713948455,6.272340425531915,127.03457076566123,27.083676780296265,28.34267748704401,145.93085846867754,147.89190086560774,415.4107204813535,112.12499290780143,216.66400000000002
83.0,Surkhet,Babiyachaur,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-RKK438uC,28.805279284715652 81.40049943700433 370.0 4.5,28.80527928471565,81.40049943700433,370.0,4.5,40666.66,24450.0,13933.33,396.0,20.4,12.60333,,,,28.80527928471565,81.40049943700433,28.80527928471565,81.40049943700433,7.29,3.0,0.14,135.54,503.42,29.08,24.75,46.18,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_155,17.40139211136891,52.130769230769225,4.110157387369663,6.272340425531915,126.90835266821347,27.088281947171154,28.159329730519577,146.18329466357307,147.83917170489028,415.85442205214264,81.16653300600107,161.58115384615385
7.0,Surkhet,Kalyan,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-NZE140dC,28.50374635308981 81.73832852393389 485.0 5.0,28.50374635308981,81.73832852393389,485.0,5.0,21883.0,16643.0,10003.0,440.0,25.0,8.526,,,,28.50374635308981,81.73832852393389,28.50374635308981,81.73832852393389,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,18.780496453900703,71.05
16.0,Surkhet,Kalyan,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-XFL360kM,28.503612242639065 81.73836247064173 489.0 4.5,28.503612242639065,81.73836247064173,489.0,4.5,21787.0,17773.0,11707.0,466.0,24.4,10.057,,,,28.503612242639065,81.73836247064173,28.503612242639065,81.73836247064173,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,31.53882978723404,83.80833333333334
25.0,Surkhet,Kalyan,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-DJG770oA,28.503653020597994 81.73830891028047 482.0 5.0,28.503653020597994,81.73830891028047,482.0,5.0,22387.0,17637.0,11293.0,464.0,23.0,9.882,,,,28.503653020597994,81.73830891028047,28.503653020597994,81.73830891028047,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,30.080496453900704,82.35
34.0,Surkhet,Kalyan,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-PDD344tX,28.50356169976294 81.73828736878932 490.0 5.0,28.50356169976294,81.73828736878932,490.0,5.0,28523.0,17867.0,11417.0,470.0,20.0,10.379,,,,28.50356169976294,81.73828736878932,28.50356169976294,81.73828736878932,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,68.44432624113475,172.98333333333332
43.0,Surkhet,Kalyan,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DB1-ZYG710iW,28.50359702948481 81.73827169463038 481.0 5.0,28.50359702948481,81.73827169463038,481.0,5.0,22977.0,14333.0,10943.0,450.0,24.0,9.451,,,,28.50359702948481,81.73827169463038,28.50359702948481,81.73827169463038,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,40.752045826513914,121.16666666666667
52.0,Surkhet,Kalyan,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-ZYG710iW,28.50356698036194 81.7383087426424 483.0 4.5,28.50356698036194,81.7383087426424,483.0,4.5,15727.0,13650.0,8900.0,403.0,20.0,8.09,,,,28.50356698036194,81.7383087426424,28.50356698036194,81.7383087426424,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,15.147163120567372,67.41666666666667
61.0,Surkhet,Kalyan,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-MKW656wW,28.503583283163607 81.73835291527212 484.0 5.0,28.503583283163607,81.73835291527212,484.0,5.0,15177.0,14110.0,8593.0,413.0,23.0,7.519,,,,28.503583283163607,81.73835291527212,28.503583283163607,81.73835291527212,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,10.388829787234041,62.65833333333333
70.0,Surkhet,Kalyan,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-PTS833qI,28.503610733896494 81.73840488307178 479.0 5.0,28.50361073389649,81.73840488307178,479.0,5.0,20173.0,16387.0,10047.0,433.0,24.0,8.677,,,,28.50361073389649,81.73840488307178,28.50361073389649,81.73840488307178,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,20.038829787234036,72.30833333333334
79.0,Surkhet,Kalyan,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-GHL977aB,28.50377024151385 81.73840471543372 487.0 5.0,28.50377024151385,81.73840471543372,487.0,5.0,16670.0,14230.0,9067.0,430.0,24.3,7.799,,,,28.50377024151385,81.73840471543372,28.50377024151385,81.73840471543372,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,25.444326241134753,129.98333333333332
88.0,Surkhet,Kalyan,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-WBL797kL,28.503744886256754 81.73845400102437 487.0 5.0,28.503744886256754,81.73845400102437,487.0,5.0,25950.0,15823.0,9157.0,435.0,22.0,8.116,,,,28.503744886256754,81.73845400102437,28.503744886256754,81.73845400102437,6.8725,2.70625,0.14625,110.42,340.8975,45.595000000000006,10.8875,44.23375,,direct_overlay_plus_nearest8,True,8.0,nearest_8_valid_mean,FMR_015,15.697505800464036,42.46923076923077,2.7832473440881365,6.272340425531915,103.34060506090486,24.637523144775262,28.08658111805185,193.31878987819027,175.90035999232322,416.03047369431454,23.636661211129287,104.05128205128206
1.0,Surkhet,Kunathari,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-AZW885aI,28.71348860207945 81.50714138522744 465.0 5.0,28.71348860207945,81.50714138522744,465.0,5.0,24427.0,16877.0,9050.0,405.0,22.0,8.022,,,,28.71348860207945,81.50714138522744,28.71348860207945,81.50714138522744,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,14.580496453900707,66.85
10.0,Surkhet,Kunathari,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-HWX641oA,28.71349337976426 81.50713962502778 477.0 5.0,28.71349337976426,81.50713962502778,477.0,5.0,243447.0,17173.0,9873.0,403.0,22.1,8.74,,,,28.71349337976426,81.50713962502778,28.71349337976426,81.50713962502778,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,20.56382978723404,72.83333333333333
19.0,Surkhet,Kunathari,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-PLV150nM,28.71352271642536 81.50719553232193 477.0 5.0,28.71352271642536,81.50719553232193,477.0,5.0,30313.0,16873.0,10650.0,425.0,19.9,9.693,,,,28.71352271642536,81.50719553232193,28.71352271642536,81.50719553232193,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,28.505496453900705,80.775
28.0,Surkhet,Kunathari,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-PLV905qB,28.713520243763924 81.50713970884681 472.0 4.0,28.713520243763924,81.50713970884681,472.0,4.0,30587.0,16476.0,9243.0,444.0,23.1,8.077,,,,28.713520243763924,81.50713970884681,28.713520243763924,81.50713970884681,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,30.07765957446808,134.61666666666667
37.0,Surkhet,Kunathari,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-TMM242dZ,28.713521542958915 81.50715328752995 466.0 4.0,28.713521542958915,81.50715328752995,466.0,4.0,28433.0,16150.0,9100.0,385.0,21.1,8.159,,,,28.713521542958915,81.50715328752995,28.713521542958915,81.50715328752995,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,24.187943262411352,104.60256410256412
46.0,Surkhet,Kunathari,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-CWE996kZ,28.713545599021018 81.50714431889355 466.0 4.0,28.713545599021018,81.50714431889355,466.0,4.0,19840.0,15877.0,8400.0,410.0,20.4,7.598,,,,28.713545599021018,81.50714431889355,28.713545599021018,81.50714431889355,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,11.047163120567372,63.31666666666667
55.0,Surkhet,Kunathari,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-DHT531aB,28.713538139127195 81.50715437717736 466.0 4.0,28.713538139127195,81.50715437717736,466.0,4.0,29607.0,17443.0,9183.0,433.0,20.6,8.286,,,,28.713538139127195,81.50715437717736,28.713538139127195,81.50715437717736,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,16.780496453900703,69.05
64.0,Surkhet,Kunathari,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-AEK794yM,28.71349547524005 81.50716661475599 464.0 4.5,28.71349547524005,81.50716661475599,464.0,4.5,23133.0,15083.0,8007.0,411.0,20.1,7.27,,,,28.71349547524005,81.50716661475599,28.71349547524005,81.50716661475599,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,8.313829787234036,60.583333333333336
73.0,Surkhet,Kunathari,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-QEJ393uN,28.71344681829214 81.50714750401676 472.0 4.5,28.71344681829214,81.50714750401676,472.0,4.5,26950.0,15010.0,7930.0,395.0,19.7,7.236,,,,28.71344681829214,81.50714750401676,28.71344681829214,81.50714750401676,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,16.060992907801406,120.6
82.0,Surkhet,Kunathari,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-YWB419rD,28.713437975384295 81.50709084235132 461.0 4.5,28.71343797538429,81.50709084235132,461.0,4.5,2803.0,16343.0,8773.0,425.0,20.6,7.916,,,,28.71343797538429,81.50709084235132,28.71343797538429,81.50709084235132,7.03,3.0,0.15,159.23,383.76,37.26,20.27,43.75,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_045,17.40139211136891,61.24230769230768,3.133196930946291,6.272340425531915,119.2169373549884,33.48094212921649,26.078554644503946,161.5661252900232,74.64321262047122,420.8898977603004,21.07255864702673,101.48717948717949
8.0,Surkhet,Maintada-2,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-XNF150oB,28.44870310742408 81.79671191610396 418.0 4.5,28.44870310742408,81.79671191610396,418.0,4.5,12103.0,11300.0,4090.0,320.0,23.4,3.56,,,,28.44870310742408,81.79671191610396,28.44870310742408,81.79671191610396,5.96,2.31,0.12,198.86,220.71,45.55,13.9,40.28,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.399071925754061,76.48461538461538,1.80198012984458,6.272340425531915,67.42412993039444,42.9282311261824,32.555486877565066,265.15174013921114,0.0,405.2157217562925,-22.602836879432626,29.666666666666668
17.0,Surkhet,Maintada-2,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-BCO221bK,28.44869724009186 81.79670889861882 422.0 4.5,28.44869724009186,81.79670889861882,422.0,4.5,10967.0,13633.0,8200.0,350.0,23.9,7.091,,,,28.44869724009186,81.79670889861882,28.44869724009186,81.79670889861882,5.96,2.3,0.12,198.6,220.74,45.55,13.9,40.28,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.341067285382831,76.38461538461539,1.8022250639386188,6.272340425531915,67.1322505800464,42.85794574335178,32.68126331780957,265.7354988399072,0.0,404.91134277090083,6.822163120567374,59.09166666666667
26.0,Surkhet,Maintada-2,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-PDZ392mC,28.44873093534261 81.79671887308359 428.0 4.5,28.44873093534261,81.79671887308359,428.0,4.5,13300.0,14317.0,8833.0,340.0,21.5,7.88,,,,28.44873093534261,81.79671887308359,28.44873093534261,81.79671887308359,5.96,2.31,0.12,199.95,220.5,45.54,13.9,40.31,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.399071925754061,76.90384615384615,1.800265591186307,6.272340425531915,67.42412993039444,43.137846510797786,32.52451115265777,265.15174013921114,0.0,405.2906830105682,13.397163120567372,65.66666666666667
35.0,Surkhet,Maintada-2,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-JAP616zY,28.448755997233093 81.79672113619745 419.0 4.0,28.448755997233093,81.79672113619745,419.0,4.0,15127.0,18667.0,8133.0,370.0,22.6,7.154,,,,28.448755997233093,81.79672113619745,28.448755997233093,81.79672113619745,5.95,2.31,0.12,200.86,220.29,45.54,13.9,40.34,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.399071925754061,77.25384615384615,1.7985510525280344,6.272340425531915,67.19634570765662,43.31073615696948,32.62146273258413,265.60730858468673,0.0,405.05606018714644,14.694326241134744,119.23333333333333
44.0,Surkhet,Maintada-2,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-CSK758cH,28.44878830946982 81.7967389896512 420.0 4.0,28.44878830946982,81.7967389896512,420.0,4.0,16293.0,13300.0,7850.0,370.0,22.4,6.922,,,,28.44878830946982,81.7967389896512,28.44878830946982,81.7967389896512,5.96,2.31,0.12,202.72,220.94,45.56,13.9,40.34,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.399071925754061,77.96923076923076,1.8038579578988787,6.272340425531915,67.42412993039444,43.670538818490094,32.589412671511155,265.15174013921114,0.0,405.133621334943,8.32896890343698,88.74358974358974
53.0,Surkhet,Maintada-2,B1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,OPV,DB1-AJL289mX,28.448860519565642 81.7967619560659 424.0 4.5,28.44886051956564,81.7967619560659,424.0,4.5,10300.0,12897.0,7850.0,380.0,21.7,6.985,,,,28.44886051956564,81.7967619560659,28.44886051956564,81.7967619560659,5.97,2.31,0.12,206.6,222.37,45.62,13.89,40.35,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.399071925754061,79.46153846153845,1.8155331497147351,6.272340425531915,67.65191415313225,44.41833405095484,32.67120740066736,264.6961716937355,0.0,404.935678090385,5.938829787234042,58.208333333333336
62.0,Surkhet,Maintada-2,B2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,OPV,DB2-WXA836yI,28.448921288363636 81.79675525054336 428.0 4.5,28.44892128836364,81.79675525054336,428.0,4.5,12793.0,12167.0,7243.0,381380.0,19.6,6.535,,,,28.44892128836364,81.79675525054336,28.44892128836364,81.79675525054336,6.0,2.31,0.12,209.23,223.43,45.67,13.87,40.36,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.399071925754061,80.47307692307692,1.8241874877041118,6.272340425531915,68.33526682134571,44.92621363555238,32.43769317602409,263.32946635730855,0.0,405.5007825140217,2.1888297872340408,54.458333333333336
71.0,Surkhet,Maintada-2,B3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,OPV,DB3-BMK937qA,28.448959719389677 81.79673672653735 424.0 4.0,28.44895971938968,81.79673672653735,424.0,4.0,16293.0,13300.0,7323.0,381.0,19.5,6.699,,,,28.44895971938968,81.79673672653735,28.44895971938968,81.79673672653735,6.01,2.3,0.12,210.45,224.04,45.71,13.86,40.36,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.341067285382831,80.94230769230768,1.8291678142829035,6.272340425531915,68.26624129930393,45.14029392736033,32.51688929286516,263.4675174013921,0.0,405.30912791126633,3.5554964539007043,55.825
80.0,Surkhet,Maintada-2,B4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,OPV,DB4-SNF666mG,28.44900351483375 81.79672641679645 431.0 4.0,28.44900351483375,81.79672641679645,431.0,4.0,15100.0,11000.0,7283.0,379.0,21.0,6.538,,,,28.44900351483375,81.79672641679645,28.44900351483375,81.79672641679645,6.03,2.3,0.12,212.13,224.79,45.75,13.84,40.37,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.341067285382831,81.58846153846153,1.8352911666338774,6.272340425531915,68.71983758700698,45.46150310101731,32.36368920429726,262.5603248259861,0.0,405.67987212560064,4.427659574468083,108.96666666666667
89.0,Surkhet,Maintada-2,B5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,OPV,DB5-RKK438uC,28.44906499609351 81.79674309678376 424.0 4.0,28.44906499609351,81.79674309678376,424.0,4.0,12817.0,11357.0,6820.0,371.0,20.4,6.169,,,,28.44906499609351,81.79674309678376,28.44906499609351,81.79674309678376,6.05,2.3,0.11,215.45,225.97,45.8,13.83,40.37,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_047,13.341067285382831,82.86538461538461,1.8449252409994095,6.272340425531915,69.17343387470997,46.09622914063894,32.27014756059842,261.65313225058003,0.0,405.9062429033518,-1.3248772504091755,79.08974358974359
6.0,Surkhet,Ramghat,A1,,120.0,60.0,40.0,0.0,0.0,0,top dressing,V6 and V10,Hybrid,DA1-UUW834bL,28.48777807317674 81.7445654142648 439.0 5.0,28.48777807317674,81.7445654142648,439.0,5.0,13833.0,19670.0,11613.0,210.0,21.8,10.32,,,,28.48777807317674,81.7445654142648,28.48777807317674,81.7445654142648,6.8,2.68,0.15,106.12,317.59,46.19,11.4,43.4,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_031,15.54524361948956,40.815384615384616,2.592953964194373,6.272340425531915,100.42227378190255,24.107460289130824,27.566125501526642,199.1554524361949,181.96957968945208,417.2899762863055,33.730496453900706,86.0
15.0,Surkhet,Ramghat,A2,,120.0,60.0,40.0,0.0,6.0,manure,top dressing,V6 and V10,Hybrid,DA2-SJO699mY,28.487758794799447 81.74448125995696 429.0 5.0,28.487758794799447,81.74448125995696,429.0,5.0,18417.0,20417.0,12447.0,548.0,19.5,11.386,,,,28.487758794799447,81.74448125995696,28.487758794799447,81.74448125995696,6.81,2.69,0.15,106.41,319.81,46.18,11.27,43.51,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_031,15.60324825986079,40.926923076923075,2.611079087153256,6.272340425531915,101.06223897911832,24.13307247233625,27.505732826546517,197.87552204176336,181.67632019174994,417.43612655975744,42.61382978723403,94.88333333333334
24.0,Surkhet,Ramghat,A3,,120.0,60.0,40.0,20.0,0.0,0,top dressing,V6 and V10,Hybrid,DA3-DRV364pA,28.487752215005457 81.74448067322373 427.0 4.5,28.487752215005457,81.74448067322373,427.0,4.5,19450.0,17183.0,12780.0,207.0,20.3,11.575,,,,28.487752215005457,81.74448067322373,28.487752215005457,81.74448067322373,6.81,2.69,0.15,106.49,319.86,46.19,11.28,43.5,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_031,15.60324825986079,40.957692307692305,2.6114873106433203,6.272340425531915,101.06223897911832,24.148457087720864,27.510033150618078,197.87552204176336,181.50016634559609,417.4257197755042,44.188829787234035,96.45833333333333
33.0,Surkhet,Ramghat,A4,,60.0,60.0,40.0,0.0,0.0,PCU,basal,planting,Hybrid,DA4-ZXZ372sM,28.48774794023484 81.74442929215729 419.0 4.5,28.48774794023484,81.74442929215729,419.0,4.5,19643.0,17967.0,12910.0,443.0,2.1,11.722,,,,28.48774794023484,81.74442929215729,28.48774794023484,81.74442929215729,6.81,2.71,0.15,106.56,321.24,46.17,11.19,43.58,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_031,15.719257540603248,40.98461538461538,2.6227542789691123,6.272340425531915,101.81363109048723,24.189201978850615,27.45007528210806,196.37273781902553,181.03363734216046,417.57081781729846,90.82765957446807,195.36666666666667
42.0,Surkhet,Ramghat,A5,,78.0,60.0,40.0,0.0,0.0,UDP,basal,planting,Hybrid,DA5-YMG820xR,28.48772032186389 81.7443925794214 424.0 4.5,28.48772032186389,81.7443925794214,424.0,4.5,20973.0,20983.0,11813.0,537.0,20.7,10.645,,,,28.48772032186389,81.7443925794214,28.48772032186389,81.7443925794214,6.81,2.71,0.15,106.9,322.45,46.19,11.15,43.59,Surkhet,direct_overlay,False,0.0,direct_overlay,FMR_031,15.719257540603248,41.11538461538461,2.6326332874286833,6.272340425531915,101.81363109048723,24.25458659423523,27.55347022386921,196.37273781902553,180.2849834960066,417.32060205823655,56.05973813420621,136.47435897435898
